filename,language,text,duration
509.txt,de,"Jesus, warum bist du plötzlich so traurig?",0
510.txt,de,"Wahrlich, wahrlich, ich sage euch, einer unter euch wird mich verraten!",0
511.txt,de,"Wer ist es?",0
512.txt,de,"Wen meint er?",0
513.txt,de,"Mich hat herzlich verlangt, dieses Passah mit euch zu essen, ehe ich leide.",0
514.txt,de,"Denn ich sage euch, ich werde es nicht mehr essen, bis es erfüllt sein wird im Reiche Gottes.",0
515.txt,de,"Das ist mein Leib, der für euch gegeben wird.",0
516.txt,de,"Nehmet und teilet es.",0
517.txt,de,"Das tut zu meinem Gedächtnis!",0
518.txt,de,"Ich sage euch aber, ich werde von jetzt an von diesem Gewächs des Weinstocks nicht mehr trinken, bis zu jenem Tage, da ich es neu mit euch trinken werde im Reiche meines Vaters.",0
519.txt,de,"Dieser Kelch ist der neue Bund in meinem Blute, das für euch vergossen wird.",0
520.txt,de,"Und noch etwas muss ich euch sagen. Streitet euch nicht darüber, wer der Größte ist!",0
521.txt,de,"Der Größte unter euch soll sein wie der Jüngste.",0
522.txt,de,"Und der Gebieter wie der Diener.",0
523.txt,de,"Denn wer ist größer: wer zu Tische sitzt, oder der Diener?",0
524.txt,de,"Ich aber bin mitten unter euch wie der Diener.",0
525.txt,de,"Ihr aber seid die, welche bei mir ausgeharrt haben in meinen Anfechtungen.",0
526.txt,de,"Und ich verordne euch, wie mir mein Vater das Reich verordnet hat, dass ihr an meinem Tische in meinem Reiche essen und trinken und auf Thronen sitzen sollt, um die zwölf Stämme Israels zu richten.",0
527.txt,de,"Judas!",0
528.txt,de,"Was du tun willst, das tue bald!",0
529.txt,de,"Herr!",0
530.txt,de,"Ich bin bereit, mit dir ins Gefängnis und in den Tod zu gehen!",0
531.txt,de,"Wahrlich, ich sage dir, heute in dieser Nacht, ehe der Hahn zweimal kräht, wirst du mich dreimal verleugnen!",0
532.txt,de,"Wenn ich mit dir sterben müsste, werde ich dich nicht verleugnen.",0
533.txt,de,"Wohin gehen wir?",0
534.txt,de,"In den Garten Gethsemane.",0
535.txt,de,"Auf den Ölberg!",0
536.txt,de,"Herr, lehre uns beten, wie auch Johannes seine Jünger lehrte!",0
537.txt,de,"Wenn ihr betet, so sprechet. Vater, geheiligt werde dein Name! Es komme dein Reich!",0
538.txt,de,"Vaterunser auf Aramäisch.",0
539.txt,de,"Dieser Jesus gefällt mir.",0
540.txt,de,"Er sagte. Folge mir nach!",0
541.txt,de,"Ihm folgen",0
542.txt,de,"Aber wohin?",0
543.txt,de,"Bin ich dazu überhaupt fähig?",0
544.txt,de,"Ich will ihm folgen!",0
545.txt,de,"Nur gut, dass ich dich wiedergefunden habe",0
546.txt,de,"Ich musste deinetwegen die Herde verlassen und lange suchen.",0
547.txt,de,"Aber die Suche hat sich gelohnt, kleines, junges Lämmchen.",0
548.txt,de,"Nun aber schnell zurück zur Herde!",0
549.txt,de,"Jemand nähert sich.",0
550.txt,de,"Was machen sie heute Nacht im Garten Gethsemane?",0
551.txt,de,"Vater!",0
552.txt,de,"Vater, wenn du willst, so nimm diesen Kelch von mir, Doch nicht mein, sondern dein Wille geschehe!",0
553.txt,de,"Ich bin vom Vater ausgegangen und in die Welt gekommen; wiederum verlasse ich die Welt und gehe zum Vater.",0
554.txt,de,"Mein Vater, wenn dieser Kelch nicht an mir vorübergehen kann, ohne dass ich ihn trinke, so geschehe dein Wille!",0
555.txt,de,"Folge mir nach!",0
556.txt,de,"Was schlafet ihr?",0
557.txt,de,"Stehet auf und betet, dass ihr nicht in Anfechtung fallet!",0
558.txt,de,"Versuchung!",0
559.txt,de,"Judas’ Verrat?",0
560.txt,de,"Petrus’ dreimalige Verleugnung?",0
561.txt,de,"Versuchung: Etwas zu versuchen, was mir bewusst verboten ist.",0
562.txt,de,"Versuchung: Etwas absichtlich zu tun, was nicht erlaubt ist.",0
563.txt,de,"Versuchung: Das Gute queren – dagegen arbeiten.",0
564.txt,de,"Folge mir nach! hat er damals gesagt, weil er wusste, dass ich dort versteckt alles beobachte.",0
565.txt,de,"Und ich bin ihm gefolgt.",0
566.txt,de,"Jesus hat Blut geschwitzt.",0
567.txt,de,"Blutschweiß!",0
568.txt,de,"So eine Angst hatte er vor Folter und brutaler Bestrafung.",0
569.txt,de,"Ihm waren die Folgen bewusst und trotzdem hat er sich freiwillig gefangen nehmen lassen.",0
570.txt,de,"Er kannte das Urteil des darauffolgenden Tages.",0
571.txt,de,"Und was taten die Apostel?",0
572.txt,de,"Sie sind geflohen.",0
573.txt,de,"Dreißig Silberstücke hat er auf den Tisch gelegt.",0
574.txt,de,"Dreißig",0
575.txt,de,"Dreißig",0
576.txt,de,"Dreißig!",0
577.txt,de,"Nicht zehn",0
578.txt,de,"Nicht zwanzig",0
579.txt,de,"Dreißig, für einen Strick.",0
580.txt,de,"Es ist zwar ein starker Strick, aber dreißig",0
581.txt,de,"Was mache ich damit?",0
582.txt,de,"Vielleicht teilen",0
583.txt,de,"Mit, dir, dir, und dir",0
584.txt,de,"Oder verprassen",0
585.txt,de,"Urlaub",0
586.txt,de,"Ein neuer Karren",0
587.txt,de,"Mit Pferd",0
588.txt,de,"Oder sogar zwei, oder vier, oder sechs",0
589.txt,de,"Und ein Dach über den Karren",0
590.txt,de,"Ich bemerke gerade, dass mich diese Menge Geld beunruhigt.",0
591.txt,de,"Aber warum denke ich plötzlich so seltsam?",0
592.txt,de,"Und warum bin ich so zerstreut, als wäre ich abhängig vom Mammon?",0
593.txt,de,"Judas, bist du völlig wahnsinnig?",0
594.txt,de,"Oh, Judas, was hast du nur getan?",0
595.txt,de,"Du hast Jesus verraten.",0
596.txt,de,"Und nun fliehst du vor uns, deinen Freunden.",0
597.txt,de,"Dass das falsch war, weißt du selbst.",0
598.txt,de,"Niemand ist fehlerlos.",0
599.txt,de,"Wir sind doch alle Jesu Freunde.",0
600.txt,de,"Du kannst doch jetzt nicht alles zurücklassen",0
601.txt,de,"Hast du ihm nicht zugehört?",0
602.txt,de,"Für mich sind seine Worte auch nicht immer verständlich.",0
603.txt,de,"Und trotzdem versuchte ich, das Gehörte richtig zu verstehen.",0
604.txt,de,"Aber er wird dir vergeben, oder hat es schon getan.",0
605.txt,de,"Ehrwürdiger Prokurator unseres berühmten Römischen Kaisers!",0
606.txt,de,"Ich bin müde.",0
607.txt,de,"Kann das nicht warten?",0
608.txt,de,"Wenn es sich nicht um so einen schlimmen Verbrecher handeln würde, würden wir Dich nicht so zeitig stören, sondern ihn nach unseren Gesetzen bestrafen.",0
609.txt,de,"Also dann, welcher Verbrechen beschuldigt ihr ihn?",0
610.txt,de,"Er hat sich auf unterschiedliche Arten an unserem Gesetz vergangen.",0
611.txt,de,"Was interessiert mich euer Gesetz?",0
612.txt,de,"So nehmet ihr ihn und richtet ihn nach eurem Gesetz!",0
613.txt,de,"Der Hohe Rat verlangt seinen Tod.",0
614.txt,de,"Seinen Tod?",0
615.txt,de,"Nun sind wir hergekommen, damit Du, der das alleinige Recht dazu hat, ihn verurteilst.",0
616.txt,de,"Was hat er verbrochen?",0
617.txt,de,"Er soll sterben.",0
618.txt,de,"Sterben?",0
619.txt,de,"Welches Gesetz missachtete er?",0
620.txt,de,"Wir haben ein Gesetz und diesem Gesetz nach hat er zu sterben, denn er nennt sich Gottes Sohn.",0
621.txt,de,"Wir haben die Gotteslästerung selbst aus seinem Mund gehört.",0
622.txt,de,"Gotteslästerung!",0
623.txt,de,"Hast du nichts Besseres als Gotteslästerung?",0
624.txt,de,"Ist es nicht Schuld genug, wenn er sich als König Israels ausgibt?",0
625.txt,de,"Er hetzt das Volk auf, sich gegen den Kaiser zu widersetzen!",0
626.txt,de,"Hörst du, was sie dir vorwerfen?",0
627.txt,de,"Was sagst du dazu?",0
628.txt,de,"Er schweigt.",0
629.txt,de,"Er leugnet es nicht.",0
630.txt,de,"Er schweigt und bekennt sich damit zum Verbrechen.",0
631.txt,de,"Verurteile ihn!",0
632.txt,de,"Hörst du ihre Beschwerde?",0
633.txt,de,"Was sagst du dazu?",0
634.txt,de,"Weißt du nicht, dass ich die Macht habe, dich zu kreuzigen oder freizulassen?",0
635.txt,de,"Du hättest keine Macht, wenn dir die Macht nicht von oben gegeben worden wäre.",0
636.txt,de,"Bist du der König der Juden?",0
637.txt,de,"Redest du das von dir selbst oder haben es dir andere von mir gesagt?",0
638.txt,de,"Bin ich denn ein Jude?",0
639.txt,de,"Dein Volk und die Hohepriester haben dich mir überantwortet!",0
640.txt,de,"Sie werfen dir vor, du nennst dich König der Juden.",0
641.txt,de,"Mein Reich ist nicht von dieser Welt.",0
642.txt,de,"Wäre mein Reich von dieser Welt, so hätten meine Diener gekämpft, dass ich den Juden nicht ausgeliefert würde; nun aber ist mein Reich nicht von hier.",0
643.txt,de,"So bist du also ein König?",0
644.txt,de,"Wo ist es, dein Königreich?",0
645.txt,de,"Du sagst es; ich bin ein König.",0
646.txt,de,"Ich bin dazu geboren und dazu in die Welt gekommen, dass ich der Wahrheit Zeugnis gebe.",0
647.txt,de,"Jeder, der aus der Wahrheit ist, hört meine Stimme.",0
648.txt,de,"Was ist Wahrheit?",0
649.txt,de,"Was in Jerusalem Wahrheit ist, bestimme ich!",0
650.txt,de,"Kaiphas, ich lasse ihn auspeitschen.",0
651.txt,de,"Damit schlagen wir ihm diese verrückten Gedanken aus dem Kopf.",0
652.txt,de,"Auspeitschen!",0
653.txt,de,"Mein lieber Mann, warte!",0
654.txt,de,"Was hast du?",0
655.txt,de,"Ich bitte dich!",0
656.txt,de,"Habe du nichts zu schaffen mit diesem Gerechten.",0
657.txt,de,"Denn ich habe heute im Traume seinetwegen viel gelitten!",0
658.txt,de,"Sie verlangen seinen Tod.",0
659.txt,de,"Ich lasse ihn auspeitschen.",0
660.txt,de,"Das ändert ihn, wie alle vor ihm.",0
661.txt,de,"Was hat er Schlimmes verbrochen?",0
662.txt,de,"Wenn ich das wüsste.",0
663.txt,de,"Sie sagen, er hetze gegen Gott.",0
664.txt,de,"Mein lieber Mann, hör auf, ihn auszupeitschen.",0
665.txt,de,"Er ist jemand ganz Besonderes.",0
666.txt,de,"Es reicht!",0
667.txt,de,"Es reicht, habe ich gesagt!",0
668.txt,de,"Bist du wahnsinnig?",0
669.txt,de,"Auspeitschen habe ich gesagt, nicht",0
670.txt,de,"Habe ich es hier nur mit Dummköpfen zu tun?",0
671.txt,de,"Gebt ihm einen Umhang.",0
672.txt,de,"Oh, eine Krone.",0
673.txt,de,"Jetzt bist du König.",0
674.txt,de,"Die Kleidung macht dich zum König.",0
675.txt,de,"Ich gebe euch den Gefangenen zurück.",0
676.txt,de,"Ich verurteile ihn nicht zum Tode.",0
677.txt,de,"Komm, Frau.",0
678.txt,de,"Ist es nicht ein großer Verrat, wenn sich jemand in der Provinz des Kaisers als König betitelt?",0
679.txt,de,"Verdient er dafür nicht den Tod?",0
680.txt,de,"Ja, er soll sterben!",0
681.txt,de,"Ist es nicht genug Schuld, dass er Unruhe ins ganze Land bringt, sogar bis nach Jerusalem?",0
682.txt,de,"Wir fordern seinen Tod.",0
683.txt,de,"Er schmäht Gott bewusst in aller Öffentlichkeit.",0
684.txt,de,"Und das wird mit dem Tode bestraft.",0
685.txt,de,"Kaiphas, warum?",0
686.txt,de,"Seht, Nikodemus und seine Anhängerschaft.",0
687.txt,de,"Wie lächerlich.",0
688.txt,de,"Brüder, hört nicht auf sie!",0
689.txt,de,"Auch andere Propheten haben sie bereits hingerichtet.",0
690.txt,de,"Ihr seid weise und nennt euch gelehrt.",0
691.txt,de,"Aber ihr seid blind vor Hass, Neid und Boshaftigkeit.",0
692.txt,de,"Hört nicht auf ihn!",0
693.txt,de,"Lasst euch nicht verwirren!",0
694.txt,de,"Hört auf den Hohepriester Kaiphas!",0
695.txt,de,"Preiset die Kinder Abrahams.",0
696.txt,de,"Rettet unser Volk vor Unglück und Verderben.",0
697.txt,de,"Ans Kreuz mit ihm!",0
698.txt,de,"Er soll sterben!",0
699.txt,de,"Hörst du, was sie rufen?",0
700.txt,de,"Weißt du, was das heißt?",0
701.txt,de,"Es ist aber Brauch, dass ich zu großen Festen einen aus dem Gefängnis freilasse.",0
702.txt,de,"Wollt ihr also, dass ich diesen König Jesus freilasse?",0
703.txt,de,"Nein, nicht den, nicht den!",0
704.txt,de,"Ja, lass Jesus frei!",0
705.txt,de,"Wen denn sonst?",0
706.txt,de,"Barabbas!",0
707.txt,de,"Barabbas!",0
708.txt,de,"Jesus!",0
709.txt,de,"Jesus!",0
710.txt,de,"Barabbas?",0
711.txt,de,"Dieser Mörder?",0
712.txt,de,"Was hat euch Jesus so Schlimmes getan?",0
713.txt,de,"Was?",0
714.txt,de,"Er, Er ist ein falscher Prophet.",0
715.txt,de,"Er nennt sich Messias.",0
716.txt,de,"Pilatus, gib uns Barabbas!",0
717.txt,de,"Und was ist mit Jesus?",0
718.txt,de,"Ans Kreuz, kreuzige ihn!",0
719.txt,de,"Hörst du, Prokurator, das Volk verlangt den Tod!",0
720.txt,de,"Euren Messias soll ich kreuzigen lassen?",0
721.txt,de,"Sonst bist du kein Freund des Kaisers!",0
722.txt,de,"Ehrwürdiger Prokurator, warum zögerst du so mit dem Urteil?",0
723.txt,de,"Vor kurzem hast du etwa hundert Menschen, die gegen den Kaiser protestiert haben, ohne großes Gerichtsverfahren von Soldaten erschlagen lassen.",0
724.txt,de,"Und nun zögerst du?",0
725.txt,de,"Dann soll es so sein!",0
726.txt,de,"Ich bin unschuldig an dem Blut dieses Gerechten; sehet ihr zu!",0
727.txt,de,"Das ist Eure Verantwortung!",0
728.txt,de,"So kreuzigt ihn!",0
729.txt,de,"Wie grausam kann der Mensch dem anderen gegenüber sein?",0
730.txt,de,"So ein Martyrium hat er für uns erlitten, seinen Leib haben sie zerschlagen, Wunde um Wunde.",0
731.txt,de,"Doch Jesu Willen brachen sie nicht.",0
732.txt,de,"Seine Botschaft bis zum Ende war Liebe.",0
733.txt,de,"Ich wollte ihm helfen, aber wie?",0
734.txt,de,"Seine Augen sagten mir klar und deutlich. Folge mir nach, Pontius Pilatus, mein Ehemann, ein lieber Vater, wollte ihn nicht töten.",0
735.txt,de,"Nein!",0
736.txt,de,"Aber das vermaledeite Volk, das nicht glaubte, dass er der Erlöser ist, hat meinem Mann gedroht.",0
737.txt,de,"Er musste seine Kreuzigung befehlen.",0
738.txt,de,"Er musste!",0
739.txt,de,"Er musste!",0
740.txt,de,"Jesus wurde wie ein Lamm zum Schlachter geführt.",0
741.txt,de,"Ich wollte mit dem Seiler mit zur Golgota.",0
742.txt,de,"Doch der Seiler wollte mich nicht mitzunehmen.",0
743.txt,de,"Man hätte mich nicht erkannt. Dieser Schal verhüllte mein Gesicht.",0
744.txt,de,"Noch einmal. Ich darf dich nicht mitnehmen!",0
745.txt,de,"Bitte, nimm mich mit!",0
746.txt,de,"Nein. Ich will nicht.",0
747.txt,de,"Ich habe nicht verstanden, warum er gekreuzigt werden soll.",0
748.txt,de,"Er hat sich nicht gewehrt.",0
749.txt,de,"Sie werfen ihm Gotteslästerung vor.",0
750.txt,de,"Er erklärt und deutet die Schriften und Gesetze eurer Götter.",0
751.txt,de,"Und das werfen sie ihm vor.",0
752.txt,de,"Er macht Bekanntes aus alter Zeit auf eine neue Weise bewusst.",0
753.txt,de,"Er vermischt also Altbekanntes mit Neuem?",0
754.txt,de,"Dann wundert es mich nicht, dass sie ihm so hartnäckig drohen.",0
755.txt,de,"Sie haben Angst und wehren sich.",0
756.txt,de,"Sie wissen genau, wenn sie das Altehrwürdige nicht schützen, dass sich alles Sichere und Beständiges verliert.",0
757.txt,de,"Sie haben Angst vor dem Neuen.",0
758.txt,de,"Ich fahre zu ihm zur Golgota!",0
759.txt,de,"Nimm mich mit!",0
760.txt,de,"Nein!",0
761.txt,de,"Das ist verboten.",0
762.txt,de,"Bitte!",0
763.txt,de,"Aber bist du nicht, du bist?",0
764.txt,de,"Du bist die Frau von Pontius Pilatus!",0
765.txt,de,"Ich weiß.",0
766.txt,de,"Bitte!",0
767.txt,de,"Ich darf nicht.",0
768.txt,de,"Mach schon, Mach, dass du weiterkommst!",0
769.txt,de,"Oder soll ich dich tragen?",0
770.txt,de,"Ha, ha, ha! Tragen.",0
771.txt,de,"Beeil dich, Weib, und dann weg mit dir!",0
772.txt,de,"Folge mir nach!",0
773.txt,de,"Jetzt aber weiter, verdammt!",0
774.txt,de,"Dummkopf, warum fällst du?",0
775.txt,de,"Steh auf und geh weiter!",0
776.txt,de,"Hej, du Mann!",0
777.txt,de,"Hej, du dort hinten!",0
778.txt,de,"Hilf ihm, das Kreuz zu tragen!",0
779.txt,de,"Ich?",0
780.txt,de,"Warum gerade ich?",0
781.txt,de,"Frag nicht!",0
782.txt,de,"Das ist ein Befehl!",0
783.txt,de,"Veronika!",0
784.txt,de,"Veronika!",0
785.txt,de,"Veronika, was ist mit dir?",0
786.txt,de,"So nah war ich ihm noch nie, das Gesicht ist verwundet, aber kein Hass",0
787.txt,de,"Folge mir nach!",0
788.txt,de,"Folge mir nach!",0
789.txt,de,"Wahrhaftig, er ist der Sohn Gottes",0
790.txt,de,"Ja",0
791.txt,de,"Wahrhaftig, er ist der Sohn Gottes!",0
792.txt,de,"Veronika, komm mit!",0
793.txt,de,"Aber warum?",0
794.txt,de,"Veronika, der, der da hilft, das Kreuz zu tragen, ist mein Onkel, Simon von Cyrene!",0
795.txt,de,"Ich habe ihm auch geholfen, aber dann haben mich die Soldaten vertrieben.",0
796.txt,de,"Was geschieht dort?",0
797.txt,de,"Ich sehe nichts!",0
798.txt,de,"Junge, setz dich auf meine Schultern, damit du besser siehst und erzähle, was passiert.",0
799.txt,de,"Das Kreuz liegt auf dem Boden.",0
800.txt,de,"Und jetzt reißen ihm die Soldaten die Kleider vom Leib.",0
801.txt,de,"Sie haben ihn zu Boden geworfen.",0
802.txt,de,"Zwei Soldaten streiten sich um seine Kleidung.",0
803.txt,de,"Seine Kleidung?",0
804.txt,de,"Wie es prophezeit wurde.",0
805.txt,de,"Sie teilen seine Kleider unter sich und werfen das Los um sein Gewand!",0
806.txt,de,"Ein Soldat hat große Nägel in der Hand.",0
807.txt,de,"So große Nägel!",0
808.txt,de,"Und jetzt, oh nein",0
809.txt,de,"Das ist nichts für deine Augen.",0
810.txt,de,"Komm wieder runter.",0
811.txt,de,"Und ganz oben ist ein Täfelchen angebracht.",0
812.txt,de,"Ich weiß aber nicht, was draufsteht.",0
813.txt,de,"Wahrscheinlich sein Name.",0
814.txt,de,"Ruhm und Ehre dir, König der Juden.",0
815.txt,de,"Hör auf, ihn zu verhöhnen.",0
816.txt,de,"Wir sind Mörder und verdienen die Bestrafung.",0
817.txt,de,"Er nicht!",0
818.txt,de,"He, du König!",0
819.txt,de,"Steig vom Kreuz und hilf auch uns!",0
820.txt,de,"Eli, Eli, lama sabachthani!",0
821.txt,de,"Der ruft den Elia!",0
822.txt,de,"Auch Elia wird ihn nicht erlösen.",0
823.txt,de,"Mein Gott, mein Gott, warum hast du mich verlassen?",0
824.txt,de,"Andere hat er gerettet, sich selbst kann er nicht retten.",0
825.txt,de,"Ist er der König Israels.",0
826.txt,de,"So steige er nun vom Kreuz herab, so wollen wir ihm glauben!",0
827.txt,de,"Der du den Tempel zerstörst und in drei Tagen aufbaust, hilf dir selbst!",0
828.txt,de,"Bist du Gottes Sohn, so steig vom Kreuze herab!",0
829.txt,de,"Vater, vergib ihnen",0
830.txt,de,"Bist du wirklich der Sohn des leibhaftigen Gottes",0
831.txt,de,"Herr, gedenke meiner, wenn du zu deiner Königswürde kommst!",0
832.txt,de,"Wahrhaftig, ich sage dir. Heut schon wirst du mit mir im Paradies sein!",0
833.txt,de,"auch deine Mutter!",0
834.txt,de,"Frau, auch dein Sohn!",0
835.txt,de,"Mich dürstet!",0
836.txt,de,"Hier!",0
837.txt,de,"Es ist vollbracht!",0
838.txt,de,"Wahrhaftig, dieser war Gottes Sohn!",0
839.txt,de,"Vater, in deine Hände befehle ich meinen Geist!",0
840.txt,de,"Als aber der Hauptmann sah, was geschah, pries er Gott und sprach. Wahrlich, dieser Mensch war gerecht!",0
841.txt,de,"Und die ganze Volksmenge, die herbeigekommen war zu diesem Schauspiel, als sie sah, was geschah, schlug sich an die Brust und kehrte um.",0
842.txt,de,"Es standen aber alle seine Bekannten von ferne und sahen dies.",0
843.txt,de,"Und siehe, ein Mann namens Joseph, der ein Ratsherr war, war ein guter und gerechter Mann, der ihrem Rat und Tun nicht beigestimmt hatte.",0
844.txt,de,"Er kam aus Arimathäa, einer Stadt der Juden.",0
845.txt,de,"Dieser ging zu Pilatus und bat um den Leib Jesu.",0
846.txt,de,"Und dann nahmen sie seinen Leib vom Kreuz und bestatteten ihn.",0
847.txt,de,"Als ich unter dem Kreuz stand, sah ich Maria, seine Mutter",0
848.txt,de,"Sie war die ganze Zeit bei ihm und hat es ertragen. So eine starke, liebevolle, gute Mutter.",0
849.txt,de,"Ihr Mund sagte nichts, doch ihr Herz sprach Bände.",0
850.txt,de,"Siehe, ich bin die Magd des Herrn; mir geschehe nach deinem Wort.",0
851.txt,de,"Ja, das alles hat mein Leben verändert.",0
852.txt,de,"Ich bin glücklich und dankbar, dass Jesus dich geschickt hat, um mich zu finden.",0
853.txt,de,"Meine Herde grast außerhalb der Stadttore.",0
854.txt,de,"Ich will sie keiner Gefahr aussetzen.",0
855.txt,de,"Friede sei mit euch!",0
856.txt,de,"Warte!",0
857.txt,de,"Friede sei mit euch!",0
858.txt,de,"Ich möchte nicht allein durch die Stadt gehen.",0
859.txt,de,"Ich komme mit euch.",0
860.txt,de,"Paulus, ich möchte dir etwas zeigen.",0
861.txt,de,"Frau, du bist so still.",0
862.txt,de,"Hast du Jesus auch gekannt?",0
863.txt,de,"Ja, habe ich. Als er litt, war ich ihm bis zum Tod am Kreuz ganz nahe.",0
864.txt,de,"Obwohl die Soldaten ihn schlugen und verhöhnten, flammte Liebe in seinen Augen.",0
865.txt,de,"Die Kreuzigung war das Schlimmste.",0
866.txt,de,"Warum sprichst du nicht davon?",0
867.txt,de,"Ich war erschrocken, als ich dich sah.",0
868.txt,de,"Weshalb?",0
869.txt,de,"Weil ich dich kenne.",0
870.txt,de,"Wir sind uns schon begegnet.",0
871.txt,de,"Als du den jungen Diakon Stephan steinigen ließt.",0
872.txt,de,"Ich hörte den Befehl zur Hinrichtung aus deinem Mund, Saulus!",0
873.txt,de,"Ich bin nicht der Saulus, der ich früher war.",0
874.txt,de,"Jesus hat mich verändert, ich habe mich bekehrt.",0
875.txt,de,"Er hat mir die Augen geöffnet und einen neuen Weg gezeigt, den ich jetzt beschreite.",0
876.txt,de,"Geh und lass dich taufen und verkünde der ganzen Welt die frohe Botschaft.",0
877.txt,de,"Nimm dieses Tuch, dieses Wunder, das Jesus uns hinterließ, er lebt!",0
878.txt,de,"Jesus war als Mensch unter uns und hat sich für uns aufgeopfert.",0
879.txt,de,"Frau, wie heißt du?",0
880.txt,de,"Veronika.",0
881.txt,de,"Paulus, ich vergebe dir aus ganzem Herzen.",0
882.txt,de,"Was vergibst du mir?",0
883.txt,de,"Stephan war mein jüngster Bruder. Friede sei immer mit dir.",0
884.txt,de,"Unmöglich !",0
885.txt,de,"Nein,nein!",0
886.txt,de,"Das glaube ich nicht.",0
887.txt,de,"nein, das kann nicht",0
888.txt,de,"Thomas, was ist los?",0
889.txt,de,"Das, glaube ich nicht!",0
890.txt,de,"Was glaubst du nicht?",0
891.txt,de,"Dass Jesus lebt und das Grab leer ist.",0
892.txt,de,"Wir wollten ihn salben, aber das Grab war leer.",0
893.txt,de,"Das Grab war offen.",0
894.txt,de,"Der große Stein beiseite gerollt!",0
895.txt,de,"Das glaube ich nicht!",0
896.txt,de,"Nur die Tücher, in die er eingewickelt war, lagen da.",0
897.txt,de,"Und ein Engel.",0
898.txt,de,"Ein schneeweißer Engel.",0
899.txt,de,"Das glaube ich nicht!",0
900.txt,de,"Der Engel fragte uns. Was suchet ihr den Lebenden bei den Toten?",0
901.txt,de,"Und er sagte, dass Jesus nicht im Grab, sondern auferstanden sei.",0
902.txt,de,"Wie auferstanden? habe ich mich gefragt.",0
903.txt,de,"Das glaube ich nicht!",0
904.txt,de,"Der Engel sprach. Denket daran, wie er zu euch redete, als er noch in Galiläa war und sagte. Des Menschen Sohn muss in die Hände sündiger Menschen überantwortet.",0
905.txt,de,"Und gekreuzigt werden",0
906.txt,de,"Und am dritten Tage auferstehen.",0
907.txt,de,"Ich glaube nicht, dass Jesus lebt!",0
908.txt,de,"Johannes und ich trafen ihn auch.",0
909.txt,de,"Das glaube ich nicht!",0
910.txt,de,"Auf dem Weg nach Emmaus hat er uns die Schriften erklärt.",0
911.txt,de,"Aber wir erkannten ihn erst, als er das Brot brach.",0
912.txt,de,"Und ihr glaubt, dass Jesus wirklich am Leben ist?",0
913.txt,de,"Wir haben den Herrn gesehen!",0
914.txt,de,"Das glaube ich nicht!",0
915.txt,de,"Wenn ich nicht an seinen Händen das Nägelmal sehe und lege meinen Finger in das Nägelmal und lege meine Hand in seine Seite, so glaube ich es nicht!",0
916.txt,de,"Friede sei mit euch!",0
917.txt,de,"Jesus!",0
918.txt,de,"Jesus!",0
919.txt,de,"Friede sei mit euch!",0
920.txt,de,"Reiche deinen Finger her und siehe meine Hände, und reiche deine Hand her und lege sie in meine Seite, und sei nicht ungläubig, sondern gläubig!",0
921.txt,de,"Mein Herr und mein Gott!",0
922.txt,de,"Weil du mich gesehen hast, Thomas, so glaubst du.",0
923.txt,de,"Selig sind, die nicht sehen und doch glauben.",0
924.txt,de,"Jesus, verzeih meine Zweifel!",0
925.txt,de,"Mir ist gegeben alle Gewalt im Himmel und auf Erden.",0
926.txt,de,"Wahrhaftige Liebe ist die Botschaft.",0
927.txt,de,"Er leitet uns, auch wenn wir es nicht merken.",0
928.txt,de,"Halleluja!",0
929.txt,de,"Verzeihen ist eine Gabe.",0
930.txt,de,"Vergeben erfreut und befriedigt den Menschen.",0
931.txt,de,"Halleluja!",0
932.txt,de,"Wer sucht und die Zeichen erkennt, der findet ihn.",0
933.txt,de,"Halleluja!",0
934.txt,de,"Den richtigen Schritt zu gehen, auch wenn man sich nicht sicher ist.",0
935.txt,de,"Halleluja!",0
936.txt,de,"Nicht mit den Augen, nicht mit dem Verstand, sondern mit dem Herzen musst du seine Botschaft befolgen.",0
937.txt,de,"Halleluja!",0
938.txt,de,"Gehet hin und machet zu Jüngern alle Völker, indem ihr sie taufet auf den Namen des himmlischen Vaters und lehret sie alles, was ich euch geboten habe.",0
939.txt,de,"Fürchtet euch nicht, seid tapfer.",0
940.txt,de,"Und siehe, ich bin bei euch alle Tage bis ans Ende der Weltzeit!",0
941.txt,de,"Folgt mir nach!",0
942.txt,de,"Halleluja!",0
943.txt,de,"Lieber Jesus, ist das das Ende?",0
944.txt,de,"Nein, Ramos, das ist der Anfang.",0
945.txt,de,"Halleluja!",0
0.txt,en,"Grandpa, come on!",0
1.txt,en,"I’m coming, Hanka!",0
2.txt,en,"You said, you’d follow me. But you’re not!",0
3.txt,en,"If only I could",0
4.txt,en,"But grandpa, you’re not that old yet.",0
5.txt,en,"Come on, grandpa, I don’t want to miss anything!",0
6.txt,en,"You’ll take me to the grave!",0
7.txt,en,"My whole body aches!",0
8.txt,en,"Sit down for a bit!",0
9.txt,en,"Grandpa, I hear people say the name Jesus",0
10.txt,en,"and Messiah",0
11.txt,en,"and Saviour of the World.",0
12.txt,en,"But grandpa, I can’t see him. Come on!",0
13.txt,en,"Psst, Hanka! Not so loud! Be careful, it’s dangerous!",0
14.txt,en,"Grandpa, I’m not afraid. Follow me! Follow me!",0
15.txt,en,"Ananias! Greetings, Ananias! Where are you off to?",0
16.txt,en,"The city gate, Marta.",0
17.txt,en,"The city gate?",0
